UserID,MovieID,Rating
31951,1822,0
22434,1510,6
21904,1510,9
25493,1683,7
34383,53,0
32542,42,8
35060,2303,6
30963,600,0
31494,2199,9
26117,2399,0
11178,799,8
8523,447,8
35207,494,9
29532,1042,0
33618,1287,5
25256,886,9
18252,778,9
33702,2240,0
32582,444,6
19124,1648,9
28253,1052,0
34065,799,3
34877,606,8
29083,821,8
32750,358,1
19027,1218,9
19166,1884,3
13938,590,0
35249,435,7
31092,2410,9
30672,422,8
35471,497,9
18492,2312,9
30638,792,7
21591,2240,6
25643,77,0
30513,818,9
33844,885,6
22370,799,6
4723,773,8
29266,1316,6
33207,1929,0
20417,448,4
9433,1533,7
35750,600,0
13738,1319,8
796,42,0
29173,1830,6
35252,2403,10
31775,444,9
35833,792,5
6324,81,9
34831,723,7
472,1987,9
31120,623,6
4684,1490,5
33198,1682,8
11622,607,4
13780,792,1
21033,2408,6
36238,370,7
13407,1646,9
8456,1062,7
34748,585,6
13722,1080,8
4166,1463,8
23276,1822,8
35333,608,5
17343,1989,9
30694,1218,8
31635,2308,5
7251,2426,5
31635,182,5
6488,1991,6
9998,2009,9
31635,2254,8
33885,1884,8
32551,192,0
35398,196,7
6188,2316,8
33269,147,4
23240,1684,0
29257,51,8
8604,811,6
328,2429,8
20623,2255,6
26399,1773,9
7329,606,0
34020,1050,4
35029,1152,8
16785,1072,9
35980,42,9
36319,1778,5
32809,444,5
120,1979,7
10540,22,8
26437,600,0
20578,1573,9
29849,1128,0
13968,1949,9
221,1845,7
19898,2403,5
29499,2303,8
31243,792,5
14835,2409,9
23334,51,8
32256,482,0
11566,2320,8
11047,2199,7
5369,877,9
32598,2446,4
5832,22,7
19495,720,5
19609,444,5
35107,435,7
35162,77,4
1619,1522,8
17369,500,7
33949,1953,5
14540,1982,7
6862,16,5
26443,1790,6
20704,792,5
24575,792,0
7745,792,2
2117,448,7
25997,2401,6
34835,2391,0
16561,2016,4
21310,23,8
17369,510,8
15392,1521,0
286,1530,8
15392,1519,0
19945,876,9
25637,1112,9
6860,2058,6
5085,792,7
28974,1044,9
33005,1042,4
8566,1644,5
12881,792,8
6188,2314,8
15185,1217,8
35973,486,4
4386,1083,8
34208,1036,8
24248,792,6
21685,2199,7
28815,2446,6
34713,2253,5
33812,1963,8
499,2401,6
34039,773,0
26989,444,9
32009,1849,7
7901,792,6
13748,1110,4
22104,448,4
25708,1520,8
17411,2315,8
21182,2412,9
30376,893,0
27074,2240,8
16758,723,4
12219,1983,8
9462,2491,7
10601,642,7
30328,2240,7
25497,147,8
17369,508,8
19511,444,7
27504,444,5
19180,2107,8
35140,600,4
15953,2403,8
10656,560,9
35159,606,7
11204,22,7
2148,1773,9
16033,2256,0
35590,1884,0
35781,723,0
22708,444,5
14077,852,9
30640,2424,6
36181,600,0
34651,792,0
31579,1062,8
35309,1708,8
4353,529,8
34980,91,0
4353,527,0
35294,2352,0
28613,792,7
6419,1709,7
26395,1983,0
20302,818,0
34365,56,5
33145,2410,8
14299,2432,4
17069,1800,7
14642,874,9
14299,794,5
19898,1113,0
19800,2313,7
31621,444,6
8819,844,0
21777,1905,0
18226,193,7
20661,2325,7
3314,793,0
27766,48,0
31327,2321,0
34912,600,0
31462,773,4
35134,444,0
27661,515,7
32551,1042,6
27125,2410,8
35141,781,4
31305,42,9
10640,723,6
29406,2365,0
34140,1983,9
11058,52,7
4353,1069,5
28207,1107,7
34956,1232,8
18208,819,9
20343,1081,1
36128,7,4
27694,2009,9
33717,444,7
21627,1544,8
20701,1463,8
28311,1849,8
17925,1848,7
2704,792,5
19139,530,7
9425,2388,5
20701,873,8
30440,2417,4
36337,2443,0
3601,1987,0
3601,1983,5
35518,1110,7
36339,3,5
35299,53,7
29203,1783,7
3739,1152,0
25699,792,5
26915,835,8
5481,262,9
33486,807,8
4170,2311,8
30566,792,0
31856,736,6
8673,134,7
6529,36,8
35401,7,8
30063,263,8
11725,2287,8
29329,1044,0
34922,1817,9
11023,1220,2
4934,371,6
15705,7,5
34716,1218,9
15019,1539,0
28830,1332,3
35463,1220,6
27766,127,7
25429,2402,0
3848,2370,7
7583,792,9
19671,1929,9
22681,444,9
31051,1220,8
3176,428,0
32316,859,4
12410,1473,2
32715,845,7
17628,392,6
9716,2072,8
35239,1645,7
17369,2402,4
30509,773,0
29190,859,0
9576,499,0
35213,98,5
3865,1073,5
10574,1953,8
9455,42,5
6695,2410,0
12199,792,7
26443,1042,9
27964,1049,9
26579,1884,9
29370,2208,9
12192,792,5
28818,1582,9
31334,781,4
4684,2298,7
34084,792,2
9308,1510,9
18843,1968,8
13306,234,6
8219,2121,9
18603,870,3
33787,486,6
12707,1216,5
8948,192,0
4934,1654,0
27374,606,9
7403,471,6
32957,224,9
14651,792,5
31298,2302,8
31309,391,4
2081,1220,0
3176,22,4
16428,1268,8
768,545,8
17628,1146,8
32646,845,7
14647,1216,9
12083,818,8
32479,623,8
31499,371,8
20648,159,9
3660,213,6
7196,429,0
28897,228,0
24910,792,5
19600,2313,5
30056,792,1
27769,49,8
19382,1983,6
28389,2446,6
7736,22,8
32835,821,8
18670,2495,8
33506,2308,7
34892,792,1
25643,1833,5
22461,159,8
34289,1232,8
27075,2393,8
24943,481,8
2681,1982,5
7744,1802,9
28883,792,0
35742,2240,8
12237,781,0
28900,1989,9
29935,263,0
6801,1005,9
32781,53,8
1384,1316,3
31982,2303,-1
22370,2392,7
24466,853,8
23465,913,0
30987,263,5
1362,2287,1
33351,2009,9
164,1772,5
32220,1540,1
13407,1648,9
21759,1906,7
11559,1531,8
31291,845,4
10537,1152,4
27516,1459,0
5428,2333,9
24471,1906,5
27479,177,3
27176,97,8
25853,444,0
27235,159,5
120,1821,0
22949,2401,0
28231,444,8
13402,169,5
4289,2427,8
33037,2389,9
36230,1682,6
12777,1832,5
31856,713,8
22353,482,8
3356,2176,0
23647,615,8
35249,169,0
35438,1551,5
34068,1319,0
35286,159,0
35704,1459,0
19133,2402,4
26516,2389,9
23684,2429,4
16904,3,8
13026,1194,5
12487,1220,5
22029,792,0
22312,792,0
120,817,8
1610,1791,5
35435,209,4
26606,224,6
23345,1343,5
12102,398,0
13723,213,7
27993,773,5
29183,818,0
20384,723,0
35264,1526,4
3793,221,9
962,600,0
4762,792,5
29537,1319,7
33605,845,8
13111,486,0
16276,49,5
33303,444,0
286,1528,8
35770,486,0
30421,1072,0
25286,444,8
7262,197,3
393,2397,8
14959,1218,9
27322,600,4
33393,2387,7
23487,177,4
13113,222,7
34295,444,8
22251,444,9
26963,1778,8
9801,2316,8
8040,448,7
5016,1581,8
24456,901,0
34827,1042,6
23782,1319,8
36022,1859,5
35566,1983,5
27749,1953,4
29056,259,7
16428,1260,6
34353,1220,2
6748,1581,8
9311,856,0
20765,444,0
17942,1113,8
28981,1983,6
7881,1076,4
13390,2333,9
16522,1519,0
20196,444,8
31495,792,3
29743,2417,5
24517,1233,4
33069,182,7
7823,1778,9
12761,1180,9
21051,1533,7
5674,1670,0
34362,2253,8
14342,1216,5
18756,1951,8
35099,1232,8
12561,632,5
32831,2211,6
29101,53,6
29921,2308,8
2486,1232,7
35097,2058,0
34940,1884,0
33241,405,8
32772,1302,5
32772,1856,0
18269,2303,9
34397,813,8
27447,1782,8
31476,1952,8
30497,606,7
19041,1319,9
19385,1232,6
3176,1644,5
6801,997,8
17369,2253,0
12278,1047,9
18328,799,8
27540,600,4
5713,1644,5
29889,2313,5
32370,1785,0
19499,1762,2
9433,1531,7
3433,1987,0
33113,1906,8
34027,155,7
9399,874,8
29039,263,4
34676,861,0
32366,1849,8
35845,1576,4
34055,1983,5
35667,1231,7
27698,821,0
29875,600,4
32885,1993,5
25495,792,5
33669,444,0
25419,444,8
34965,2405,4
24231,2253,5
30151,792,6
11882,2366,8
16439,793,5
13723,48,0
34014,1463,5
12771,1113,7
655,832,8
24908,2148,0
16428,1265,8
13616,489,0
33727,1082,8
12055,10,9
35222,2303,9
25818,499,0
6419,2450,4
31856,680,8
22226,1071,4
1987,601,9
27628,844,9
27208,228,4
35617,792,0
33337,2395,7
6368,1229,9
22645,448,5
18545,1315,6
927,606,8
16119,1042,5
12615,73,8
31450,444,0
24811,1830,5
7515,1519,4
31654,2450,3
35854,2389,5
3529,1231,0
20397,1884,8
4218,53,7
17628,1144,9
1612,1152,8
32148,444,8
8361,1468,8
27907,448,0
21680,792,5
22736,600,1
7285,134,8
17829,1819,0
12700,792,5
35062,1856,0
35742,42,8
9630,1778,8
14376,792,6
36064,1983,1
18566,792,5
16171,1989,5
7148,2450,8
18392,781,7
34779,81,9
7881,865,3
6779,1773,8
17101,792,5
30450,444,7
33785,1645,8
35396,2365,0
23899,615,8
6355,2419,9
31708,1316,0
29612,1519,8
33131,1220,8
24517,1081,0
12882,792,0
15705,773,7
9535,1519,3
23497,486,3
28205,1331,6
343,2450,7
21796,2366,8
13391,820,2
12761,1182,8
21264,97,8
10695,36,0
13391,228,6
29871,1952,6
35141,845,0
35310,893,5
25830,2403,9
30546,228,0
14095,720,4
6498,792,4
21299,873,8
32001,2253,7
35062,1218,8
29142,1331,7
28728,36,8
30681,792,8
32840,22,5
30186,819,8
25829,2410,8
35225,1983,7
19062,1520,8
34412,2064,5
16173,856,8
21044,845,8
8938,1545,0
14051,864,8
10434,2064,4
27066,1509,5
35021,260,4
16103,1551,8
1381,53,6
35085,23,4
21289,444,9
35093,398,6
32193,835,9
8533,1316,9
24911,792,7
8006,1682,6
7974,87,9
15490,1706,0
25387,56,5
32551,471,5
32551,466,5
31469,360,6
12418,36,0
33376,819,9
35013,42,3
24075,2016,7
12092,1216,9
17205,2240,6
25613,2015,8
21469,885,8
23457,792,0
9319,228,8
30878,2058,8
16828,2240,8
24282,1220,3
14238,228,2
6684,1535,4
189,2275,4
3183,228,0
6596,1802,8
34422,818,9
24574,133,5
35107,1772,5
9405,444,5
25812,444,8
36137,792,0
18864,208,8
31437,1681,5
8647,2015,7
23276,1473,6
26710,1884,9
4684,2250,4
19727,465,5
23276,2068,0
14981,1933,8
20460,86,7
9707,51,8
12418,913,0
31081,1817,9
35934,486,4
28097,3,0
31746,886,7
33493,1648,9
1881,81,5
31805,2315,7
2942,2128,5
34134,1107,7
34306,527,4
7220,1644,8
36283,792,0
30239,1216,9
3003,1983,5
21832,444,9
15953,913,8
25831,1573,8
7818,1906,7
27271,1822,9
24023,234,7
16428,1254,7
24942,648,0
11676,792,6
10646,1231,8
26936,527,4
30561,2394,8
31509,1152,0
13042,1884,5
21591,2011,0
19189,1986,4
4037,792,0
17430,845,7
8523,2494,0
12410,435,8
20267,706,7
35481,2313,2
35194,1683,7
11676,2389,5
12908,2333,8
13825,480,5
35299,499,0
3910,1791,3
26108,8,5
20343,1521,2
25248,803,9
20823,486,4
23785,482,5
12793,792,5
35873,1983,0
25777,821,7
30782,792,1
34769,2016,8
12382,2240,5
33149,213,0
30326,444,0
8662,2240,6
2497,2456,8
14333,792,6
23587,854,4
7387,42,6
535,2410,8
2497,2453,5
25335,819,7
33321,52,6
29267,319,8
20846,2311,9
16326,405,4
11204,2016,7
29022,1681,0
16859,2304,8
657,1223,10
10555,1287,0
21305,606,9
13402,814,7
